,SKU_ID,N_order,Total_price,P_Price,P_Precent
0,689571,12889,598785167,46457.069361471025,0.2753225654800042
1,692545,11356,268382652,23633.55512504403,0.12340285690304549
2,727721,24879,714790277,28730.66751075204,0.32866193701789354
3,826956,6161,197729631,32093.756046096412,0.09091646266236682
4,829678,3191,89064102,27911.0316515199,0.04095184451156048
5,832149,9463,254337500,26877.047447955192,0.11694486913997083
6,850757,2061,51760255,25114.146045608926,0.023799464285158584
